"","id","title","description","short_title","short_desc","vid_created"
"159","_Pz3syET3DY","Prison: Last Week Tonight with John Oliver (HBO)","America's prisons are broken. Just ask John Oliver and several puppets.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Prison","America's prisons are broken. Just ask John Oliver and several puppets",2014-07-21
"160","HKMNKS-9ugY","Singapore's Gambling Problem: Last Week Tonight with John Oliver (HBO)","Singapore's anti-gambling ads had one critical flaw.
They made gambling seem too awesome.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Singapore's Gambling Problem","Singapore's anti-gambling ads had one critical flaw",2014-07-21
"161","LfgSEwjAeno","Wealth Gap: Last Week Tonight with John Oliver (HBO)","John Oliver discusses America's growing wealth gap and why it may be a problem in the future.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lwt","Wealth Gap","John Oliver discusses America's growing wealth gap and why it may be a problem in the future",2014-07-14
"162","rrawNvcF64g","Warren G. Harding's Love Letters: Last Week Tonight with John Oliver (HBO)","Warren G. Harding was a nasty, nasty president.
John Oliver reads some of his recently released love letters.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lwt","Warren G. Harding's Love Letters","Warren G. Harding was a nasty, nasty president",2014-07-14
"163","dH573B1bkHI","Don't Visit Antarctica: Last Week Tonight with John Oliver (HBO)","Tourism in Antarctica is ruining the environment. 
So don't go there. Just go to Alaska. Who even knows the difference?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Don't Visit Antarctica","Tourism in Antarctica is ruining the environment.",2014-07-09
"164","zSQCH1qyIDo","Hobby Lobby: Last Week Tonight with John Oliver (HBO)","With the Supreme Court ruling hinging on the religious rights of Hobby Lobby, John Oliver takes a look at other ways corporations can be more like people. 
 
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: 
www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.lastweektonight.com","Hobby Lobby","With the Supreme Court ruling hinging on the religious rights of Hobby Lobby, John Oliver takes a look at other ways corporations can be more like people.",2014-06-30
"165","G2W41pvvZs0","Uganda and Pepe Julian Onziema Pt. 1: Last Week Tonight with John Oliver (HBO)","John Oliver celebrates recent LGBT rights milestones in the United States before covering oppressive anti-gay laws in Uganda. (Also, the US involvement in inspiring and funding those laws.) Ugandan LGBTI rights advocate Pepe Julian Onziema sits down with John to discuss the situation in his home country.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Uganda and Pepe Julian Onziema Pt. 1","John Oliver celebrates recent LGBT rights milestones in the United States before covering oppressive anti-gay laws in Uganda. (Also, the US involvement in inspiring and funding those laws.) Ugandan LGBTI rights advocate Pepe Julian Onziema sits down with John to discuss the situation in his home country",2014-06-30
"166","6clJRsPyuhc","Fireworks (Web Exclusive): Last Week Tonight with John Oliver (HBO)","With Last Week Tonight on hiatus, John Oliver takes to the internet to cover the most important story of the past week: Fireworks.

Connect with Last Week Tonight online...

Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-...","Fireworks (Web Exclusive)","With Last Week Tonight on hiatus, John Oliver takes to the internet to cover the most important story of the past week: Fireworks",2014-07-07
"167","QJkiWwMKwSo","Pepe Julian Onziema Interview Pt. II (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver talks in depth with Ugandan LGBTI rights activist Pepe Julian Onziema about the oppressive anti-gay legislation in Uganda as well as the western involvement in inspiring those laws.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Pepe Julian Onziema Interview Pt. II (Web Exclusive)","John Oliver talks in depth with Ugandan LGBTI rights activist Pepe Julian Onziema about the oppressive anti-gay legislation in Uganda as well as the western involvement in inspiring those laws",2014-06-30
"168","WA0wKeokWUU","Dr. Oz and Nutritional Supplements: Last Week Tonight with John Oliver (HBO)","John Oliver outlines what, exactly is problematic about Dr. Oz and the nutrition supplement industry. Then he invites George R.R. Martin, Steve Buscemi, the Black and Gold Marching Elite, and some fake real housewives on the show to illustrate how to pander to an audience without hurting anyone. 

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Dr. Oz and Nutritional Supplements","John Oliver outlines what, exactly is problematic about Dr. Oz and the nutrition supplement industry. Then he invites George R.R. Martin, Steve Buscemi, the Black and Gold Marching Elite, and some fake real housewives on the show to illustrate how to pander to an audience without hurting anyone.",2014-06-23
"169","hkjkQ-wCZ5A","Tom Wheeler Is Not A Dingo: Last Week Tonight with John Oliver (HBO)","FCC Chair Tom Wheeler watched Last Week Tonight's bit on net neutrality. He thought it was funny and creative. He wants us to know he's not a dingo.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Tom Wheeler Is Not A Dingo","FCC Chair Tom Wheeler watched Last Week Tonight's bit on net neutrality. He thought it was funny and creative. He wants us to know he's not a dingo",2014-06-16
"170","AJKfs4ZnbNE","The Washington Redskins: Last Week Tonight with John Oliver (HBO)","How is that team still called The Washington Redskins?
Oh, it's because their owner Dan Snyder doesn't want to change his way of life. 

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","The Washington Redskins","How is that team still called The Washington Redskins",2014-06-16
"171","4Otsft59HuA","President Obama Visits Native American Territory: Last Week Tonight with John Oliver (HBO)","John Oliver covers President Obama's first visit to Native American territory and subsequent mold removal.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","President Obama Visits Native American Territory","John Oliver covers President Obama's first visit to Native American territory and subsequent mold removal",2014-06-16
"172","T8y5EXFMD4s","Stephen Hawking Interview: Last Week Tonight with John Oliver (HBO)","John Oliver talks to Stephen Hawking in the first installment of Last Week Tonight's new ""People Who Think Good"" series. They cover such topics as parallel universes, artificial intelligence, and Charlize Theron.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Stephen Hawking Interview","John Oliver talks to Stephen Hawking in the first installment of Last Week Tonight's new ""People Who Think Good"" series. They cover such topics as parallel universes, artificial intelligence, and Charlize Theron",2014-06-16
"173","OPV3D7f3bHY","Stephen Hawking Extended Interview: Last Week Tonight with John Oliver (HBO)","John Oliver talks to Stephen Hawking in the first installment of Last Week Tonight's new ""People Who Think Good"" series. They cover such topics as parallel universes, artificial intelligence, and Charlize Theron.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Stephen Hawking Extended Interview","John Oliver talks to Stephen Hawking in the first installment of Last Week Tonight's new ""People Who Think Good"" series. They cover such topics as parallel universes, artificial intelligence, and Charlize Theron",2014-06-16
"174","DlJEt2KU33I","FIFA and the World Cup: Last Week Tonight with John Oliver (HBO)","John Oliver's excitement for the World Cup is tempered by knowing information about FIFA, the organization that produces it. John details the problems with the upcoming tournament and the staggering allegations of corruption against FIFA.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","FIFA and the World Cup","John Oliver's excitement for the World Cup is tempered by knowing information about FIFA, the organization that produces it. John details the problems with the upcoming tournament and the staggering allegations of corruption against FIFA",2014-06-09
"175","3lKYPp2Kp6s","iTunes, Assad, and Right Said Fred: Last Week Tonight with John Oliver (HBO)","Right Said Fred (really!) appears on Last Week Tonight with John Oliver to tell Syrian president Bashar al-Assad what a dick he is. It's going to be especially disappointing to Assad, as they are one of his favorite bands.

Lyrics:

YOU'RE TOO AWFUL FOR THIS EARTH
TOO AWFUL FOR THIS EARTH
SO AWFUL IT HURTS
YOUR FACE BARELY HAS A CHIN
IT BARELY HAS A CHIN
YOU LOOK JUST LIKE HIM...

PLEASE, STOP DOWNLOADING OUR TRACKS
STOP DOWNLOADING OUR TRACKS
HERE'S YOUR MONEY BACK

YOU'RE A MONSTER
WE HATE YOUR REGIME
AND WE THINK YOU SHOULD BE TRIED FOR WAR
CRIMES
YEAH, FOR WAR CRIMES
FOR WAR CRIMES
YOU SHOULD PROBABLY BE ON TRIAL FOR WAR
CRIMES

YOU'RE AN OPTHAMOLOGIST
AN OPTHAMOLOGIST
HEY, CAN YOU READ THIS?

YOU ARE JUST A WALKING TAINT
THE OPPOSITE OF A SAINT
AT LEAST HITLER COULD PAINT

YOU'RE A MONSTER
AND A VOLLEYBALL FAN

BUT MORE THAN THAT, YOU'RE AN ASSHOLE
YOU'RE AN ASSHOLE
WHO'S AFRAID OF HIS MOM
YOU'RE A MURDEROUS MOM-FEARING ASSHOLE
YOU'RE AN ASSHOLE!
YOU'RE AN ASSHOLE, YEAH!
EVERYONE THINKS YOU'RE AN ASSHOLE!

YOU'RE AN ASSHOLE!
YOU'RE AN ASSHOLE, YEAH!
EVERYONE THINKS YOU'RE AN ASSHOLE!
PLEASE STOP LISTENING TO OUR SONGS.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","iTunes, Assad, and Right Said Fred","Right Said Fred (really!) appears on Last Week Tonight with John Oliver to tell Syrian president Bashar al-Assad what a dick he is. It's going to be especially disappointing to Assad, as they are one of his favorite bands",2014-06-09
"176","NUkjfd95bDM","World Cup Excitement: Last Week Tonight with John Oliver (HBO)","John Oliver describes his excitement for, and ambivalence towards, the upcoming World Cup.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","World Cup Excitement","John Oliver describes his excitement for, and ambivalence towards, the upcoming World Cup",2014-06-09
"177","fpbOEoRrHyU","Net Neutrality: Last Week Tonight with John Oliver (HBO)","Cable companies are trying to create an unequal playing field for internet speeds, but they're doing it so boringly that most news outlets aren't covering it. 
John Oliver explains the controversy and lets viewers know how they can voice their displeasure to the FCC.

(www.fcc.gov/comments, for any interested parties)

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Net Neutrality","Cable companies are trying to create an unequal playing field for internet speeds, but they're doing it so boringly that most news outlets aren't covering it.",2014-06-02
"178","c3IaKVmkXuk","Tony Abbott, President of the USA of Australia: Last Week Tonight with John Oliver (HBO)","Meet Australia's President of the United States, Prime Minister Tony Abbott, the instigator of a wink-related scandal. He sometimes puts his foot in his mouth and other times chooses to say nothing at all.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Tony Abbott, President of the USA of Australia","Meet Australia's President of the United States, Prime Minister Tony Abbott, the instigator of a wink-related scandal. He sometimes puts his foot in his mouth and other times chooses to say nothing at all",2014-06-02
"179","fDTX_mwj0_8","Activists and Corporations: Last Week Tonight with John Oliver (HBO)","Activists and corporations are teaming up to fight for open internet while the FCC is trying to create two speeds of service.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Activists and Corporations","Activists and corporations are teaming up to fight for open internet while the FCC is trying to create two speeds of service",2014-06-02
"180","w2jtOFfiF80","Last Week's News...We Think (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver delivers last week's news, predicted two weeks ago. 
You get it. Just watch.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Last Week's News...We Think (Web Exclusive)","John Oliver delivers last week's news, predicted two weeks ago.",2014-05-26
"181","j6IZ2TroruU","GM Ad: Last Week Tonight with John Oliver (HBO)","In light of General Motors' recall of 11 million vehicles and recently-leaked public relations memo, Last Week Tonight with John Oliver made a new, honest ad for their cars.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","GM Ad","In light of General Motors' recall of 11 million vehicles and recently-leaked public relations memo, Last Week Tonight with John Oliver made a new, honest ad for their cars",2014-05-19
"182","r-ERajkMXw0","Right To Be Forgotten: Last Week Tonight with John Oliver (HBO)","John Oliver covers the new European law that would allow people to erase themselves from internet search engines.

He also starts proposes the hashtag #MutuallyAssuredHumiliation to save us from our own pasts by posting phenomenally embarrassing photos of ourselves.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Right To Be Forgotten","John Oliver covers the new European law that would allow people to erase themselves from internet search engines",2014-05-19
"183","EZdH94R6XwQ","Fareed Zakaria Interview Pt. 1: Last Week Tonight with John Oliver (HBO)","John Oliver and Fareed Zakaria discuss Narendra Modi's recent victory in India's record-breaking election.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Fareed Zakaria Interview Pt. 1","John Oliver and Fareed Zakaria discuss Narendra Modi's recent victory in India's record-breaking election",2014-05-19
"184","IAR3cb1V_ss","Fareed Zakaria Interview Pt. 2 (Web Exclusive): Last Week Tonight with John Oliver","John Oliver and Fareed Zakaria further discuss the victory of Narendra Modi in India's recent election.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Fareed Zakaria Interview Pt. 2 (Web Exclusive)","John Oliver and Fareed Zakaria further discuss the victory of Narendra Modi in India's recent election",2014-05-19
"185","XV5w8OFrm6U","Nintendo Gay Marriage: Last Week Tonight with John Oliver (HBO)","John Oliver discusses Massachusetts' celebration of ten years of marriage equality.
Also, Nintendo passes its own same sex marriage legislation.
People are very excited!

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Nintendo Gay Marriage","John Oliver discusses Massachusetts' celebration of ten years of marriage equality",2014-05-19
"186","8YQ_HGvrHEU","India Election Update: Last Week Tonight with John Oliver (HBO)","John Oliver delivers an update on the historic election in India, the largest in human history.

Spoiler Alert: Narendra Modi won.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","India Election Update","John Oliver delivers an update on the historic election in India, the largest in human history",2014-05-19
"187","We1IvUe6KLo","Eurovision and Crimea Coin: Last Week Tonight with John Oliver (HBO)","Russian and Ukraine go head to head in the Eurovision song contest, and Vladimir Putin mints a special coin to commemorate his annexation of the Crimean peninsula. (We come up with a better coin.)

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Eurovision and Crimea Coin","Russian and Ukraine go head to head in the Eurovision song contest, and Vladimir Putin mints a special coin to commemorate his annexation of the Crimean peninsula. (We come up with a better coin.",2014-05-12
"188","LxQq8HTtb4A","Dressing Up As Other Races (How Is This Still a Thing?): Last Week Tonight with John Oliver (HBO)","Last Week Tonight with John Oliver asks:
Dressing up as different races...how is this still a thing?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Dressing Up As Other Races (How Is This Still a Thing?)","Last Week Tonight with John Oliver asks",2014-05-12
"189","cjuGCJJUGsg","Climate Change Debate: Last Week Tonight with John Oliver (HBO)","John Oliver hosts a mathematically representative climate change debate, with the help of special guest Bill Nye the Science Guy, of course.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Climate Change Debate","John Oliver hosts a mathematically representative climate change debate, with the help of special guest Bill Nye the Science Guy, of course",2014-05-12
"190","UkBvsCMxrNU","Climate Change (Abbreviated): Last Week Tonight with John Oliver (HBO)","John Oliver offers some evidence to dispel the myth that climate change is a myth.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Climate Change (Abbreviated)","John Oliver offers some evidence to dispel the myth that climate change is a myth",2014-05-12
"191","6GLuuqrNqxQ","Critics Quote: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Wherever news breaks, whenever news breaks, John Oliver will bring it to you on Sunday. Catch new episodes of Last Week Tonight with John Oliver  every Sunday at 11PM, only on HBO.

Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","Critics Quote","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2014-05-06
"192","75bWsqwwOgQ","Other Countries' Presidents - François Hollande: Last Week Tonight with John Oliver (HBO)","Did you know that there are other countries than the United States of America? 
Each of them has its own leader.
Here's a look at France's President of the United States, François Hollande.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Other Countries' Presidents - François Hollande","Did you know that there are other countries than the United States of America?",2014-05-05
"193","Kye2oX-b39E","Death Penalty: Last Week Tonight with John Oliver (HBO)","Can the death penalty be executed humanely? 
Should we even be implementing it at all?
Why are we talking about this on a comedy show?
John Oliver tackles the tough questions.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver

It's HBO.","Death Penalty","Can the death penalty be executed humanely?",2014-05-05
